cycle,ambient_temperature,capacity,voltage_measured,current_measured,temperature_measured,current_load,voltage_load,time,RUL
2.0,30.0,1638.74,2.509988,4.10989,28.0,3.974854,2.498168,238.0,107.37332102790842
2.0,30.0,1636.468,2.507839,4.08811,28.0,3.926938,2.498168,240.0,107.37555778297694
2.0,30.0,1634.154,2.561563,4.166519,28.0,4.114246,2.534701,242.0,107.30721979887366
2.0,30.0,1631.899,2.511062,4.057618,28.0,4.057618,2.506764,244.0,107.36865015703005
2.0,30.1,1629.65,2.492796,4.048906,28.0,3.974854,2.486349,246.0,106.70163663821428
2.0,30.0,1627.316,2.511062,4.201366,28.0,3.974854,2.492796,248.0,107.37620834245766
2.0,30.0,1625.095,2.477753,3.996634,28.0,4.014058,2.513211,250.0,107.41257388646385
2.0,30.0,1622.764,2.502466,4.197011,28.0,4.035838,2.530403,252.0,107.38677079694789
2.0,30.0,1620.372,2.519658,4.305911,28.0,4.083754,2.511062,254.0,107.36873787291508
2.0,30.0,1618.1,2.595946,4.08811,28.0,4.092466,2.57768,256.0,107.2614028682544
2.0,30.0,1615.837,2.53685,4.075042,28.0,4.101178,2.530403,258.0,107.33437517495064
2.0,30.0,1613.667,2.523956,3.905158,28.0,4.018414,2.485275,260.0,107.34498879704049
2.0,30.0,1611.481,2.504615,3.93565,28.0,4.040194,2.52503,262.0,107.37171290334936
2.0,30.0,1609.236,2.56801,4.040194,28.0,3.622018,2.573382,264.0,107.29613104907318
2.0,30.0,1606.948,2.558339,4.118602,28.0,3.961787,2.544371,266.0,107.30964660502644
2.0,30.0,1604.917,2.527179,3.656866,28.0,4.101178,2.526105,268.0,107.32966044612974
2.0,30.0,1602.611,2.572308,4.149095,28.0,4.136027,2.547595,270.0,107.29246160121568
2.0,30.0,1600.362,2.534701,4.048906,28.0,4.057618,2.522882,272.0,107.3362098988794
2.0,30.0,1598.103,2.54652,4.06633,28.0,4.035838,2.540073,274.0,107.32164175230568
2.0,30.0,1595.897,2.586276,3.970499,28.0,4.057618,2.576606,276.0,107.26762338643516
2.0,30.0,1593.672,2.597021,4.005346,28.0,4.127314,2.585202,278.0,107.25582559989728
2.0,30.0,1591.401,2.632478,4.08811,28.0,4.101178,2.619585,280.0,107.21894107023796
2.0,30.0,1589.135,2.579829,4.079398,28.0,3.931293,2.563712,282.0,107.2811462520455
2.0,30.0,1586.808,2.637851,4.188299,28.0,4.114246,2.609915,284.0,107.21767649956196
2.0,30.0,1584.595,2.592723,3.983567,28.0,3.974854,2.578755,286.0,107.26094235985796
2.0,30.0,1582.309,2.64,4.114246,28.0,4.040194,2.629255,288.0,107.21208461189065
2.0,30.0,1579.965,2.635702,4.21879,28.0,4.083754,2.624957,290.0,107.22140442467617
2.0,30.0,1577.757,2.64967,3.974854,28.0,4.053262,2.615287,292.0,107.195498999961
2.0,30.0,1575.515,2.633553,4.035838,28.0,4.105534,2.624957,294.0,107.21514735820996
2.0,30.0,1573.227,2.619585,4.118602,28.0,4.114246,2.616361,296.0,107.23445947223294
2.0,30.0,1570.912,2.623883,4.166519,28.0,4.06633,2.594872,298.0,107.23242007790576
2.0,30.0,1568.58,2.63033,4.197011,28.0,3.957429,2.628181,300.0,107.2269743833762
2.0,30.0,1566.346,2.64,4.02277,28.0,3.996634,2.607765,302.0,107.20834937711936
2.0,30.0,1564.106,2.678681,4.031482,28.0,4.08811,2.664713,304.0,107.16677935726746
2.0,30.0,1561.893,2.63033,3.983567,28.0,3.970499,2.613138,306.0,107.21729639739344
2.0,29.8,1559.622,2.647521,4.08811,28.0,4.053262,2.642149,308.0,108.56360365893056
2.0,29.8,1557.345,2.676533,4.096822,28.0,3.974854,2.658266,310.0,108.52940908307912
2.0,29.8,1555.082,2.610989,4.075042,28.0,4.04455,2.597021,312.0,108.61023196148643
2.0,29.8,1552.818,2.63033,4.075042,28.0,4.00099,2.619585,314.0,108.58515252802206
2.0,29.8,1550.571,2.620659,4.04455,28.0,4.105534,2.615287,316.0,108.59556878937056
2.0,29.8,1548.326,2.626032,4.040194,28.0,3.992279,2.613138,318.0,108.5892459359906
2.0,29.8,1546.048,2.628181,4.101178,28.0,4.114246,2.613138,320.0,108.588266441941
2.0,29.8,1543.844,2.609915,3.966143,28.0,4.035838,2.598095,322.0,108.6069572351116
2.0,29.8,1541.619,2.614213,4.005346,28.0,4.02277,2.613138,324.0,108.60280534988638
2.0,29.8,1539.309,2.605617,4.157807,28.0,3.909514,2.595946,326.0,108.62178852934046
2.0,29.8,1537.06,2.605617,4.048906,28.0,4.136027,2.615287,328.0,108.6151221220774
2.0,29.8,1534.852,2.586276,3.974854,28.0,4.048906,2.595946,330.0,108.63901739109374
2.0,29.8,1532.566,2.646447,4.114246,28.0,4.231858,2.637851,332.0,108.56462701092268
2.0,29.8,1530.28,2.597021,4.114246,28.0,3.926938,2.590574,334.0,108.63121067732516
2.0,29.8,1528.065,2.63033,3.987922,28.0,3.922582,2.620659,336.0,108.58170236987716
2.0,29.8,1525.818,2.620659,4.04455,28.0,4.031482,2.589499,338.0,108.59613163296623
2.0,29.8,1523.576,2.612064,4.035838,28.0,3.883378,2.63033,340.0,108.6074542917935
2.0,29.8,1521.45,2.615287,3.82675,28.0,4.02277,2.60884,342.0,108.5940191420682
2.0,29.8,1519.261,2.591648,3.940006,28.0,4.005346,2.566935,344.0,108.63072823995746
2.0,29.8,1516.982,2.59917,4.101178,28.0,3.905158,2.595946,346.0,108.62765087432396
2.0,29.8,1514.774,2.56801,3.974854,28.0,4.02277,2.579829,348.0,108.66471814541048
2.0,29.8,1512.498,2.615287,4.096822,28.0,4.118602,2.612064,350.0,108.60431844890331
2.0,29.8,1510.258,2.598095,4.031482,28.0,3.974854,2.584127,352.0,108.62566995725348
2.0,29.7,1508.043,2.631404,3.987922,28.0,4.101178,2.612064,354.0,109.26318900972451
2.0,29.7,1505.796,2.592723,4.04455,28.0,4.249282,2.580904,356.0,109.31983154248913
2.0,29.7,1503.542,2.603468,4.057618,28.0,4.057618,2.601319,358.0,109.3057604525973
2.0,29.7,1501.232,2.57768,4.157807,28.0,4.018414,2.571233,360.0,109.34886550043738
2.0,29.6,1498.96,2.595946,4.08811,28.0,3.974854,2.585202,362.0,110.01065261443618
2.0,29.6,1496.687,2.583052,4.092466,28.0,3.974854,2.569084,364.0,110.031806762045
2.0,29.6,1494.452,2.555116,4.02277,28.0,4.070686,2.542222,366.0,110.07525536376816
2.0,29.6,1489.856,2.614213,4.179586,28.0,4.188299,2.602393,370.0,109.9840454626407
2.0,29.6,1487.639,2.584127,3.992279,28.0,4.048906,2.564786,372.0,110.0253888831229
2.0,29.6,1485.304,2.613138,4.201366,28.0,3.987922,2.573382,374.0,109.98845318586396
2.0,29.6,1483.055,2.581978,4.048906,28.0,4.06633,2.572308,376.0,110.0308638162808
2.0,29.6,1480.84,2.613138,3.987922,28.0,3.974854,2.602393,378.0,109.9792137793064
2.0,29.6,1478.566,2.580904,4.092466,28.0,3.970499,2.572308,380.0,110.03507417876274
2.0,29.6,1476.263,2.597021,4.144739,28.0,4.070686,2.586276,382.0,110.01032367986728
2.0,29.6,1473.978,2.57768,4.114246,28.0,4.075042,2.561563,384.0,110.04060027952026
2.0,29.6,1471.697,2.609915,4.105534,28.0,3.953074,2.595946,386.0,109.98910374534468
2.0,29.6,1469.457,2.581978,4.031482,28.0,4.096822,2.572308,388.0,110.02976736771782
2.0,29.6,1467.205,2.564786,4.053262,28.0,3.983567,2.478828,390.0,110.06133046701808
2.0,29.6,1464.953,2.575531,4.053262,28.0,4.048906,2.521807,392.0,110.04225226202183
2.0,29.6,1462.428,2.563712,4.545491,28.0,3.992279,2.558339,394.0,110.08519649740605
2.0,29.6,1460.179,2.658266,4.048906,28.0,4.040194,2.644298,396.0,109.91355843935392
2.0,29.6,1457.956,2.631404,4.00099,28.0,4.092466,2.622808,398.0,109.95062571044043
2.0,29.6,1455.348,2.658266,4.693595,28.0,4.075042,2.645372,400.0,109.94393737420612
2.0,29.6,1453.031,2.613138,4.170875,28.0,4.057618,2.605617,402.0,109.98577054171317
2.0,29.6,1450.745,2.643224,4.114246,28.0,4.035838,2.631404,404.0,109.9379726940234
2.0,29.6,1448.414,2.627106,4.197011,28.0,4.075042,2.61851,406.0,109.96525233427089
2.0,29.6,1446.16,2.641074,4.057618,28.0,4.048906,2.629255,408.0,109.93867442110373
2.0,29.6,1443.917,2.59917,4.035838,28.0,4.136027,2.595946,410.0,110.00140589822152
2.0,29.6,1441.641,2.583052,4.096822,28.0,3.957429,2.56801,412.0,110.03145589850484
2.0,29.6,1439.397,2.609915,4.040194,28.0,4.136027,2.595946,414.0,109.98471064143558
2.0,29.6,1437.109,2.648596,4.118602,28.0,4.02277,2.632478,416.0,109.93025369613989
2.0,29.6,1434.859,2.594872,4.048906,28.0,4.096822,2.584127,418.0,110.0091029671338
2.0,29.6,1432.579,2.595946,4.105534,28.0,3.735274,2.586276,420.0,110.01236307419444
2.0,29.6,1430.353,2.57768,4.005346,28.0,4.253638,2.571233,422.0,110.0341604716269
2.0,29.5,1428.075,2.532552,4.101178,28.0,4.070686,2.526105,424.0,110.8257451665137
2.0,29.5,1425.794,2.451966,4.105534,28.0,4.083754,2.439072,426.0,110.99646951742996
2.0,29.5,1423.537,2.533626,4.061974,28.0,3.987922,2.52503,428.0,110.82266049122312
2.0,29.5,1421.324,2.521807,3.983567,28.0,4.057618,2.500317,430.0,110.84266702266936
2.0,29.5,1419.08,2.561563,4.040194,28.0,4.061974,2.544371,432.0,110.7677795858164
2.0,29.5,1416.806,2.54652,4.092466,28.0,3.926938,2.533626,434.0,110.7993134464883
2.0,29.5,1414.525,2.548669,4.105534,28.0,3.948717,2.537924,436.0,110.79548318617488
2.0,29.5,1412.269,2.509988,4.061974,28.0,4.101178,2.507839,438.0,110.868952549553
2.0,29.5,1409.937,2.54652,4.197011,28.0,4.175231,2.53685,440.0,110.8016232981277
2.0,29.5,1407.714,2.573382,4.00099,28.0,4.179586,2.566935,442.0,110.74324106697644
2.0,29.5,1405.496,2.566935,3.992279,28.0,4.014058,2.55619,444.0,110.75604027653522
2.0,29.5,1403.3,2.533626,3.953074,28.0,3.953074,2.52503,446.0,110.8184574383983
2.0,29.5,1401.075,2.543297,4.005346,28.0,3.879022,2.534701,448.0,110.8021642127521
2.0,29.5,1398.826,2.584127,4.048906,28.0,4.257994,2.569084,450.0,110.72508387877316
2.0,29.5,1396.591,2.627106,4.02277,28.0,3.974854,2.620659,452.0,110.6519069016785
2.0,29.5,1394.351,3.57265,4.031482,28.0,4.101178,3.593065,454.0,109.93887909150216
2.0,29.5,1392.066,3.576947,4.114246,28.0,3.996634,3.558681,456.0,109.94207341164903
2.0,29.5,1389.804,3.521075,4.070686,28.0,4.10989,3.508181,458.0,109.95337414150502
2.0,29.5,1387.552,3.535043,4.053262,28.0,4.096822,3.514627,460.0,109.9491053017664
2.0,29.5,1385.279,3.555458,4.092466,28.0,4.018414,3.52967,462.0,109.94608641338962
2.0,29.5,1383.07,3.600586,3.974854,28.0,4.070686,3.581245,464.0,109.93053146310918
2.0,29.5,1380.794,3.506032,4.096822,28.0,4.075042,3.473797,466.0,109.95866633323578
2.0,29.5,1378.552,3.170794,4.035838,28.0,4.053262,3.162198,468.0,110.09157051838562
2.0,29.5,1376.329,2.526105,4.00099,28.0,4.105534,2.513211,470.0,110.83365421548147
2.0,29.5,1374.085,2.569084,4.040194,28.0,4.118602,2.561563,472.0,110.75266321496116
2.0,29.5,1371.802,2.52503,4.10989,28.0,4.00099,2.513211,474.0,110.84090539531144
2.0,29.5,1369.521,2.513211,4.105534,28.0,4.00099,2.506764,476.0,110.86444980078764
2.0,29.5,1365.764,1.632137,6.762697,28.0,6.762697,1.620317,478.0,115.06232007874864
2.0,29.5,1363.529,2.526105,4.02277,28.0,4.092466,2.527179,480.0,110.8342389880484
2.0,29.5,1361.219,2.728107,4.157807,28.0,4.02277,2.724884,482.0,110.50387903601634
2.0,29.5,1358.955,2.73348,4.075042,28.0,4.144739,2.722735,484.0,110.49247597096114
2.0,29.5,1356.73,2.655043,4.005346,28.0,4.257994,2.63033,486.0,110.6039263125616
2.0,29.5,1354.536,2.620659,3.948717,28.0,3.656866,2.609915,488.0,110.66181148703096
2.0,29.5,1352.079,2.663639,4.423522,28.0,4.114246,2.64,490.0,110.60923312360651
2.0,29.5,1349.754,2.64,4.183942,28.0,3.987922,2.631404,492.0,110.63664433768156
2.0,29.5,1347.481,2.644298,4.092466,28.0,3.974854,2.63033,494.0,110.62611112181963
2.0,29.5,1345.154,2.670086,4.188299,28.0,4.027126,2.663639,496.0,110.58909501833276
2.0,29.5,1342.994,2.666862,3.887734,28.0,3.909514,2.660415,498.0,110.58318881540671
2.0,29.5,1340.614,2.713065,4.28413,28.0,4.005346,2.698022,500.0,110.53018649187128
2.0,29.5,1338.336,2.64967,4.101178,28.0,4.105534,2.656117,502.0,110.6165427806932
2.0,29.5,1336.05,2.73348,4.114246,28.0,3.761409,2.722735,504.0,110.4963281602458
2.0,29.5,1333.759,2.699096,4.122958,28.0,4.083754,2.681905,506.0,110.54281757931705
2.0,29.5,1331.527,2.689426,4.018414,28.0,3.983567,2.652894,508.0,110.55376744563289
2.0,29.6,1329.326,2.667937,3.961787,28.0,4.005346,2.66149,510.0,109.8949334330971
2.0,29.6,1327.079,2.667937,4.04455,28.0,4.227502,2.662564,512.0,109.89666582182664
2.0,29.6,1324.716,2.700171,4.253638,28.0,3.909514,2.688352,514.0,109.8636700297374
2.0,29.6,1322.464,2.771087,4.053262,28.0,4.101178,2.771087,516.0,109.76564752820516
2.0,29.6,1320.195,2.684054,4.083754,28.0,4.005346,2.675458,518.0,109.87736832711784
2.0,29.6,1317.96,2.693724,4.02277,28.0,4.005346,2.681905,520.0,109.8618133768374
2.0,29.6,1315.764,2.561563,3.953074,28.0,3.526186,2.555116,522.0,110.06338448065942
2.0,29.6,1313.665,2.620659,3.778833,28.0,4.127314,2.598095,524.0,109.95689008656372
2.0,29.6,1311.425,2.821587,4.031482,28.0,4.040194,2.777534,526.0,109.70961900663583
2.0,29.5,1308.96,2.871013,4.43659,28.0,4.018414,2.860269,528.0,110.34386333273204
2.0,29.5,1306.602,2.872088,4.244926,28.0,4.096822,2.802247,530.0,110.3345654489178
2.0,29.5,1304.372,2.932259,4.014058,28.0,4.08811,2.917216,532.0,110.26526989973615
2.0,29.5,1302.166,2.911844,3.970499,28.0,4.140383,2.900024,534.0,110.28248414217528
2.0,29.5,1299.922,2.906471,4.040194,28.0,4.02277,2.902173,536.0,110.29099258302416
2.0,29.5,1297.595,2.891429,4.188299,28.0,4.15345,2.888205,538.0,110.31116723658336
2.0,29.5,1295.256,2.974164,4.210078,28.0,4.179586,2.96127,540.0,110.23557807265011
2.0,29.5,1293.007,2.887131,4.048906,28.0,3.974854,2.872088,542.0,110.31086754064282
2.0,29.5,1290.721,2.921514,4.114246,28.0,4.048906,2.90862,544.0,110.27942870551304
2.0,29.5,1288.471,2.940855,4.048906,28.0,4.014058,2.934408,546.0,110.25890318841368
2.0,29.5,1286.261,2.90862,3.979211,28.0,4.092466,2.900024,548.0,110.2859708486056
2.0,29.5,1284.028,2.956972,4.018414,28.0,4.057618,2.920439,550.0,110.24328245121946
2.0,29.4,1281.794,3.008547,4.02277,28.0,4.035838,2.991355,552.0,110.85983740716593
2.0,29.4,1279.549,2.915067,4.040194,28.0,3.974854,2.896801,554.0,110.95014091081464
2.0,29.4,1277.343,2.907546,3.970499,28.0,3.996634,2.897876,556.0,110.95513340660486
2.0,29.4,1275.195,2.99243,3.865954,28.0,4.070686,2.974164,558.0,110.86770990784828
2.0,29.4,1272.943,2.94945,4.053262,28.0,3.887734,2.905397,560.0,110.91658227512976
1.0,27.9,2497.533,3.100952,4.440946,28.0,4.45837,3.078388,52.0,124.38363865361322
1.0,27.9,2495.015,3.133187,4.532423,28.0,4.332047,3.111697,54.0,124.25141426657244
1.0,27.9,2492.548,3.119219,4.440946,28.0,4.371251,3.099878,56.0,124.30944563418352
1.0,27.9,2490.052,3.092357,4.493219,28.0,4.867835,3.134261,58.0,124.41483627005913
1.0,27.9,2487.534,2.607765,4.532423,28.0,4.501931,2.594872,60.0,127.27801433159374
1.0,27.9,2485.107,3.03326,4.366895,28.0,4.440946,3.078388,62.0,124.6822966228604
1.0,27.9,2482.584,3.084835,4.541135,28.0,4.310267,3.111697,64.0,124.4475323662078
1.0,27.9,2480.146,3.021441,4.388674,28.0,4.371251,3.005323,66.0,124.73793773260412
1.0,27.9,2477.675,3.133187,4.449658,28.0,4.45837,3.099878,68.0,124.25332939672914
1.0,27.9,2475.168,3.093431,4.510643,28.0,4.454014,3.062271,70.0,124.41232174802133
1.0,28.0,2472.626,3.146081,4.575983,28.0,4.43659,3.125665,72.0,123.04755029268324
1.0,27.9,2470.21,3.118144,4.349471,28.0,4.45837,3.099878,74.0,124.31610473178948
1.0,27.9,2467.701,3.099878,4.514999,28.0,4.419166,3.088058,76.0,124.3850201788026
1.0,27.9,2465.198,3.127814,4.506287,28.0,4.558558,3.084835,78.0,124.27207866715644
1.0,27.9,2462.687,3.135336,4.519355,28.0,4.406098,3.111697,80.0,124.24251841389795
1.0,27.9,2460.21,3.3642,4.45837,28.0,4.388674,3.338413,82.0,123.5166036782778
1.0,27.9,2457.753,3.215922,4.423522,28.0,4.393031,3.187985,84.0,123.95302675463746
1.0,27.9,2455.327,3.09558,4.366895,28.0,4.45837,3.071941,86.0,124.40785554754136
1.0,27.9,2452.995,3.097729,4.197011,28.0,4.358183,3.077314,88.0,124.40572843732912
1.0,27.9,2450.518,3.158974,4.45837,28.0,4.558558,3.127814,90.0,124.15342100366853
1.0,27.9,2448.053,3.746716,4.43659,28.0,4.45837,3.70696,92.0,122.83847217103325
1.0,27.9,2445.576,3.142857,4.45837,28.0,4.532423,3.060122,94.0,124.2152972509072
1.0,27.9,2443.034,3.09558,4.575983,28.0,4.536779,3.091282,96.0,124.3997783764606
1.0,27.9,2440.569,3.111697,4.43659,28.0,4.332047,3.110623,98.0,124.33888893292864
1.0,27.9,2438.114,4.194774,4.419166,28.0,4.514999,4.176508,100.0,122.52497559790012
1.0,27.9,2435.596,3.140708,4.532423,28.0,4.345115,3.12674,102.0,124.22091106754976
1.0,27.9,2433.165,3.106325,4.375607,28.0,4.388674,3.077314,104.0,124.36296694337211
1.0,27.9,2430.766,3.084835,4.318979,28.0,4.214434,3.049377,106.0,124.4559165428862
1.0,27.9,2428.325,3.093431,4.393031,28.0,4.663103,3.069793,108.0,124.4144634775477
1.0,27.9,2425.802,3.077314,4.541135,28.0,4.28413,3.050452,110.0,124.47956328356159
